"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP",DIRECTOR,2011-03-31,2016-03-29,"Scotia Sociedad Titulizadora S.A.",DIRECTOR,2016-04-11,"A la actualidad","THE BANK OF NOVA SCOTIA","0 años, 0 meses, 13 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP","DIRECTOR ALTERNO",2008-06-27,2011-03-31,"Scotiabank del Perú",,2012-08-02,"A la actualidad","THE BANK OF NOVA SCOTIA","1 años, 4 meses, 2 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP","DIRECTOR ALTERNO",2008-06-27,2011-03-31,"Scotia Sociedad Titulizadora S.A.",DIRECTOR,2016-04-11,"A la actualidad","THE BANK OF NOVA SCOTIA","5 años, 0 meses, 11 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP","DIRECTOR SUPLENTE",2008-06-19,2008-06-27,"Scotiabank del Perú",,2012-08-02,"A la actualidad","THE BANK OF NOVA SCOTIA","4 años, 1 meses, 6 días."
"RIVADENEIRA GASTAÑETA FRANCISCO GUILLERMO","PROFUTURO AFP","DIRECTOR SUPLENTE",2008-06-19,2008-06-27,"Scotia Sociedad Titulizadora S.A.",DIRECTOR,2016-04-11,"A la actualidad","THE BANK OF NOVA SCOTIA","7 años, 9 meses, 15 días."
"SANTA MARIA STEIN JUAN MANUEL","PROFUTURO AFP","DIRECTOR ALTERNO",2010-03-19,2011-03-31,"Scotiabank del Perú","VICEP SENIOR BANCA RETAIL",2012-10-04,2015-02-13,"THE BANK OF NOVA SCOTIA","1 años, 6 meses, 3 días."
"ZIMMERMANN NOVOA ALEX PEDRO","PROFUTURO AFP","GERENTE GENERAL ADJUNTO",2012-08-01,2015-09-30,"Crediscotia Financiera","VICEPRESIDENTE FIN,PLA, Y TESO",2015-10-01,2016-06-30,"THE BANK OF NOVA SCOTIA","0 años, 0 meses, 1 días."
"ZIMMERMANN NOVOA ALEX PEDRO","PROFUTURO AFP",,2015-02-10,2015-09-30,"Crediscotia Financiera","VICEPRESIDENTE FIN,PLA, Y TESO",2015-10-01,2016-06-30,"THE BANK OF NOVA SCOTIA","0 años, 0 meses, 1 días."
"PEREZ REYES ZARAK ALEJANDRO","PRIMA AFP S.A.","GERENTE DE INVERSIONES",2008-05-01,2011-12-31,"Credicorp Capital Sociedad Titulizadora S.A.",DIRECTOR,2012-06-13,2014-10-06,"CREDICORP LTD.","0 años, 5 meses, 13 días."
"GRADOS SMITH PEDRO LUIS TIRSO","PROFUTURO AFP","GERENTE DE INVERSIONES",2008-12-15,2012-10-01,"Scotiabank del Perú","VICEP.WEALTH MANAGEMENT",2015-06-22,2016-09-30,"THE BANK OF NOVA SCOTIA","2 años, 8 meses, 21 días."
